user_id,win_rate,lose_rate,draw_rate,game_count,blitz_rating
nisg122,0.0,100.0,0.0,3.0,1101.0
Cemalto,39.0,60.0,0.0,84.0,1599.0
hunterxkrs,43.0,46.0,11.0,100.0,2131.0
mnbvcxcvbn,0.0,100.0,0.0,3.0,1252.0
Shoane,49.0,48.0,3.0,100.0,1723.0
Docparacetamol,57.0,39.0,3.0,100.0,1808.0
conrad0001,0.0,0.0,100.0,3.0,1631.0
Sever7,33.0,66.0,0.0,27.0,1966.0
KungSigismund,56.0,31.0,12.0,100.0,2220.0
Demora_Squad,49.0,46.0,5.0,100.0,1856.0
juljas,73.0,26.0,0.0,45.0,2122.0
kashefi3,55.0,44.0,1.0,100.0,2008.0
Kolesterol,45.0,51.0,4.0,100.0,2085.0
the_Bobbyfisher,40.0,60.0,0.0,100.0,1637.0
profeed1372,43.0,54.0,3.0,100.0,2033.0
Rehber,43.0,53.0,4.0,100.0,1690.0
MogzyBogous,40.0,54.0,4.0,66.0,1613.0
slenderx,51.0,47.0,2.0,100.0,1783.0
Abishan99,54.0,43.0,3.0,100.0,2255.0
branchless,44.0,54.0,2.0,100.0,1478.0
mohamed2009,100.0,0.0,0.0,9.0,1531.0
ceckel,66.0,33.0,0.0,18.0,1844.0
butsukolivlang,51.0,45.0,4.0,100.0,2222.0
Carlos-Fdez,45.0,53.0,2.0,100.0,1786.0
Ositha_Subasinghe,33.0,67.0,0.0,100.0,1694.0
SpartanPine,56.0,41.0,3.0,100.0,1852.0
bluestarX,59.0,40.0,1.0,100.0,1772.0
can153,47.0,51.0,2.0,100.0,1308.0
vivaelvino,47.0,49.0,4.0,100.0,1962.0
Nitin_John,44.0,50.0,6.0,100.0,1191.0
Braun1,55.0,39.0,6.0,100.0,1530.0
Chestnut008,50.0,44.0,6.0,100.0,1201.0
Regga,52.0,46.0,2.0,100.0,1602.0
clarkken17,0.0,100.0,0.0,3.0,2246.0
RareCanvas,40.0,60.0,0.0,15.0,1558.0
Rosihan-Anwar,50.0,45.0,5.0,100.0,1862.0
Erdinch,56.0,43.0,0.0,48.0,1288.0
balogun_ayinde,47.0,46.0,7.0,100.0,1543.0
kbnation,68.0,32.0,0.0,100.0,1230.0
Monclusov,43.0,47.0,10.0,100.0,2117.0
Amrbeshr7,50.0,47.0,3.0,100.0,1983.0
mimbletonja,53.0,42.0,3.0,78.0,1709.0
Xwen,50.0,50.0,0.0,78.0,915.0
awszuhair,51.0,46.0,3.0,100.0,1399.0
gKremonas,47.0,47.0,6.0,100.0,1281.0
CHESSRBOY,54.0,40.0,4.0,66.0,1380.0
paskov,55.0,42.0,3.0,100.0,2002.0
UD2022,53.0,40.0,6.0,45.0,1455.0
k210607,44.0,51.0,5.0,100.0,1588.0
Dilhan13,49.0,45.0,6.0,100.0,1352.0
carpino,0.0,80.0,20.0,15.0,1433.0
kekedupups,51.0,46.0,3.0,100.0,1817.0
TomVig,0.0,0.0,100.0,3.0,1424.0
louisraine,51.0,49.0,0.0,100.0,1334.0
marykush,14.0,71.0,14.0,21.0,1810.0
bharathchesslover,52.0,41.0,7.0,100.0,1701.0
LittleJoker,57.0,42.0,0.0,100.0,1377.0
Dhruvinchovatiya_07,54.0,41.0,5.0,100.0,1737.0
gambit_buster,44.0,52.0,4.0,100.0,1905.0
petropavel,57.0,40.0,2.0,100.0,1615.0
americpeter,55.0,45.0,0.0,100.0,1084.0
Alexander_Kornienko,62.0,35.0,3.0,100.0,2072.0
Accrow,46.0,52.0,2.0,100.0,1605.0
muhabatuputih1,47.0,51.0,2.0,100.0,1409.0
AngryKing81,54.0,40.0,6.0,100.0,2148.0
SamuelRo-FICM,47.0,52.0,0.0,63.0,1225.0
D_O_chess,53.0,44.0,3.0,100.0,1930.0
Vokirich,48.0,40.0,12.0,100.0,2197.0
Leviatan19,44.0,50.0,6.0,100.0,1878.0
mundis1,46.0,49.0,5.0,100.0,2058.0
Captaine-Radote,73.0,25.0,2.0,100.0,1785.0
A_ramuk,56.0,38.0,5.0,100.0,1735.0
radiocabeza5,50.0,50.0,0.0,6.0,1571.0
obbikenobbi,0.0,100.0,0.0,3.0,1214.0
fatehadib,35.0,41.0,23.0,51.0,803.0
Giminator,48.0,48.0,4.0,100.0,1903.0
Corblanc,42.0,50.0,8.0,100.0,1797.0
SignsoftheSwarm,61.0,23.0,15.0,78.0,2375.0
Elgordo31,40.0,59.0,0.0,81.0,1791.0
Gregszach,39.0,59.0,2.0,100.0,1502.0
euandrezin,38.0,57.0,4.0,100.0,1524.0
Bhargava_Reddy,59.0,36.0,4.0,66.0,1141.0
YavuzT77,49.0,47.0,4.0,100.0,1357.0
yoni_g,43.0,52.0,5.0,100.0,2050.0
iranislove,39.0,56.0,5.0,100.0,2157.0
Cecil_Cuevas,65.0,28.0,7.0,100.0,2121.0
YuA_Svyatogor_Ekb20,28.0,71.0,0.0,100.0,1510.0
Shark_2013,43.0,51.0,6.0,100.0,1926.0
hewadMoha,51.0,42.0,7.0,100.0,1430.0
panterarosa100,50.0,47.0,3.0,100.0,1567.0
Monang,60.0,40.0,0.0,15.0,1991.0
AhmedGamalE4,52.0,46.0,2.0,100.0,1429.0
SoulCrusher002,46.0,33.0,20.0,45.0,1918.0
AlekhineMyBeloved,30.0,53.0,15.0,78.0,1603.0
shreyanbangera,50.0,50.0,0.0,6.0,687.0
RHONLY,49.0,48.0,3.0,100.0,1708.0
lersgambit,44.0,53.0,3.0,100.0,2004.0
EKB228,64.0,36.0,0.0,75.0,1915.0
Spyros_44,0.0,100.0,0.0,3.0,2046.0
Banzking143,54.0,40.0,6.0,100.0,2105.0
luckyoscuro,77.0,22.0,0.0,27.0,2121.0
StygianDuck,45.0,49.0,6.0,100.0,1259.0
Ali0lev,35.0,55.0,10.0,60.0,1059.0
noiserawker,49.0,49.0,2.0,100.0,1133.0
BlackKing-7,40.0,54.0,6.0,100.0,1575.0
anderslohr,56.0,41.0,2.0,100.0,1647.0
septilian15,40.0,52.0,8.0,100.0,1757.0
Jukame_k,42.0,55.0,3.0,100.0,1420.0
thashwini__poojari,43.0,50.0,6.0,16.0,1168.0
Josh1109,39.0,52.0,9.0,100.0,1235.0
smsk1,48.0,50.0,2.0,100.0,1725.0
OTBillll,47.0,33.0,20.0,100.0,2443.0
sandip54,49.0,46.0,5.0,100.0,1520.0
karmaron,53.0,43.0,4.0,100.0,1635.0
WolfgangWoller,35.0,60.0,3.0,84.0,1456.0
Chinbaa0728,32.0,65.0,3.0,100.0,1532.0
Andile123,25.0,75.0,0.0,12.0,1384.0
Coelha_dourada123,27.0,54.0,18.0,33.0,1229.0
sergeuskas,50.0,48.0,2.0,100.0,1421.0
Vandamdidam,56.0,38.0,6.0,100.0,2282.0
pela63,33.0,60.0,7.0,100.0,1829.0
ivan_eric,49.0,45.0,6.0,100.0,926.0
javif,56.0,41.0,3.0,100.0,2320.0
Filonenko_Kirill,56.0,41.0,2.0,100.0,2157.0
blitzforfun,52.0,41.0,7.0,100.0,2350.0
muhil02,34.0,61.0,5.0,100.0,718.0
ambercoc,45.0,51.0,4.0,100.0,2001.0
honestguy001,51.0,48.0,1.0,100.0,1383.0
Vlad_87,66.0,26.0,6.0,90.0,2173.0
themutiny,46.0,49.0,5.0,100.0,1675.0
curious-george,30.0,53.0,15.0,39.0,1792.0
toast909,34.0,62.0,4.0,100.0,1210.0
casiinoroyale,0.0,100.0,0.0,3.0,1693.0
christosskaropoulos,47.0,44.0,9.0,100.0,1618.0
Enigma41,70.0,20.0,10.0,30.0,2123.0
skeletonking,48.0,47.0,5.0,100.0,2516.0
Toskin_Stanislav,56.0,44.0,0.0,100.0,1657.0
todor680816,16.0,66.0,16.0,18.0,2028.0
MartiniFahed,50.0,46.0,4.0,100.0,1613.0
Ding_gogo,47.0,47.0,4.0,82.0,1881.0
itsjs07,55.0,38.0,7.0,100.0,1778.0
Athenacruise,43.0,52.0,5.0,100.0,1475.0
mistry786,47.0,51.0,2.0,100.0,1632.0
exosomes,51.0,45.0,4.0,100.0,2217.0
rrcaro,51.0,46.0,3.0,100.0,1204.0
SONNY_BAWINTIL,50.0,47.0,3.0,100.0,1970.0
Jachcou,49.0,49.0,2.0,100.0,1669.0
Bloomingpawn,52.0,41.0,7.0,100.0,1520.0
Kole124,100.0,0.0,0.0,3.0,2267.0
Biomed,100.0,0.0,0.0,3.0,2018.0
nippuunko,56.0,40.0,3.0,100.0,1128.0
Plasmopara,56.0,44.0,0.0,100.0,1376.0
Echecstourix94500,56.0,38.0,6.0,100.0,2000.0
Afifrayyan,100.0,0.0,0.0,6.0,1120.0
brotwurst,27.0,72.0,0.0,33.0,1835.0
mishayag,0.0,100.0,0.0,3.0,1077.0
bharath22180,49.0,44.0,7.0,100.0,1484.0
manvel099,45.0,51.0,4.0,100.0,2003.0
mohamedfathalla,47.0,44.0,9.0,100.0,1613.0
VanSh23,80.0,19.0,0.0,93.0,2281.0
TheRealArtVandelay,49.0,49.0,2.0,100.0,1864.0
Leffe10,46.0,52.0,2.0,100.0,1936.0
Boris183,46.0,52.0,2.0,100.0,1680.0
tolga89,49.0,46.0,5.0,100.0,1693.0
vahid600,42.0,44.0,14.0,100.0,2022.0
Chocolate626,32.0,62.0,5.0,53.0,1361.0
DumSpiro,55.0,43.0,2.0,100.0,1347.0
Peter_Sush,53.0,47.0,0.0,100.0,1840.0
Mushkaryov,50.0,42.0,8.0,100.0,1415.0
KolyaMaslov,60.0,40.0,0.0,45.0,1706.0
Everaldocrvg,44.0,52.0,4.0,100.0,1270.0
markovicentijevic,49.0,47.0,4.0,100.0,2008.0
imtrash5,100.0,0.0,0.0,9.0,1973.0
a1d2e3,100.0,0.0,0.0,3.0,1936.0
Ganesh1729,27.0,69.0,4.0,100.0,1464.0
guruprasadramesh,52.0,43.0,5.0,100.0,1665.0
nesicue,48.0,47.0,5.0,100.0,2003.0
warknow123,41.0,58.0,0.0,36.0,1337.0
Laging_Talo,43.0,53.0,4.0,100.0,1601.0
Itsezzy69420,39.0,57.0,3.0,84.0,1094.0
Theladrox,47.0,48.0,5.0,100.0,1970.0
devrus,54.0,44.0,2.0,100.0,856.0
ChessLatto,43.0,52.0,5.0,100.0,1343.0
knowing_oasis0,55.0,42.0,3.0,100.0,1972.0
parshu291987,45.0,49.0,6.0,100.0,1803.0
FilhodoLeao,48.0,44.0,8.0,100.0,1033.0
Aleksall,46.0,50.0,4.0,100.0,1506.0
Phinks31,64.0,35.0,0.0,14.0,2013.0
checkme2,44.0,52.0,4.0,100.0,961.0
qwerty878,75.0,0.0,25.0,12.0,1623.0
grandmaster2420,49.0,50.0,1.0,100.0,846.0
CHESS2501,57.0,40.0,2.0,100.0,1906.0
Kyleh1520,51.0,43.0,6.0,100.0,1297.0
torre-64,0.0,100.0,0.0,6.0,2337.0
BladeMorgan,47.0,52.0,0.0,63.0,1681.0
dmitry_zhuravlev,47.0,46.0,7.0,100.0,2303.0
Michael2693,41.0,53.0,6.0,100.0,1568.0
Koryan,38.0,57.0,4.0,100.0,1505.0
pappatacio,52.0,45.0,3.0,100.0,1770.0
Rajmaninov,49.0,44.0,7.0,100.0,1867.0
SouthMiamiChessClub,52.0,41.0,7.0,100.0,2141.0
debited,63.0,36.0,0.0,66.0,2315.0
ANTAL1,50.0,46.0,4.0,100.0,1917.0
SouYe,49.0,51.0,0.0,100.0,1568.0
MthoZondo,56.0,34.0,9.0,100.0,1961.0
papof,64.0,32.0,3.0,93.0,2125.0
Dijken,50.0,46.0,4.0,100.0,2018.0
Allan_Poe07,56.0,42.0,2.0,100.0,1558.0
DRAGONBLACKZU,51.0,42.0,7.0,100.0,1953.0
ejbhoy2022,53.0,45.0,2.0,100.0,1567.0
MARCOSVDS,49.0,47.0,4.0,100.0,2013.0
deltaepsan,43.0,56.0,1.0,100.0,1403.0
cubic987,47.0,52.0,0.0,63.0,760.0
Igor_Alexandrovich17,47.0,49.0,4.0,100.0,1128.0
HUGO_ZUR,55.0,32.0,13.0,100.0,2521.0
kaushik2020,53.0,42.0,5.0,100.0,1973.0
rcharousek,52.0,46.0,2.0,100.0,2067.0
Prophylaxis_3301,52.0,42.0,6.0,100.0,1941.0
Krupko_Dima,44.0,52.0,4.0,100.0,1062.0
taytcho,52.0,48.0,0.0,100.0,1609.0
tustripas,45.0,50.0,5.0,40.0,1644.0
Bartolski,46.0,51.0,3.0,100.0,1692.0
rocket3016,43.0,45.0,12.0,100.0,2362.0
bartromijn,43.0,50.0,7.0,100.0,1904.0
oguz89,45.0,52.0,3.0,100.0,1039.0
Afayad95,58.0,41.0,0.0,36.0,1835.0
sc4wowei,62.0,33.0,5.0,100.0,2148.0
iesciudaddealgeciras,28.0,68.0,3.0,100.0,1652.0
marl361984,51.0,43.0,6.0,100.0,2133.0
faraneh19,46.0,50.0,4.0,100.0,1917.0
Igor_Aleksandrov,52.0,39.0,9.0,100.0,2177.0
Giachemo,33.0,66.0,0.0,9.0,1394.0
bookcase45,10.0,89.0,0.0,38.0,909.0
dg4214,25.0,75.0,0.0,12.0,1724.0
khaledsalem3071996,22.0,74.0,4.0,100.0,1501.0
JMcA,46.0,53.0,1.0,100.0,1621.0
arvinx7,28.0,65.0,6.0,100.0,1576.0
Sho_Togo,38.0,56.0,6.0,100.0,1677.0
TFogs75,45.0,50.0,5.0,100.0,1772.0
stels-2017,46.0,50.0,4.0,100.0,1808.0
